timestamp,poor_signal,attention,meditation,blink_strength,raw_wave,delta,delta_normalized,theta,theta_normalized,low_alpha,low_alpha_normalized,high_alpha,high_alpha_normalized,low_beta,low_beta_normalized,high_beta,high_beta_normalized,low_gamma,low_gamma_normalized,mid_gamma,mid_gamma_normalized
2026-05-17T16:11:59,80,0,0,,,787517,0.9827,420622,0.9373,377158,0.9294,190223,0.8799,259451,0.9023,223551,0.8916,117565,0.845,312067,0.9157
2026-05-17T16:12:05,80,0,0,,,43321,0.7728,75051,0.8126,41337,0.7694,44796,0.7752,28415,0.7423,29918,0.746,16520,0.703,85543,0.822
2026-05-17T16:12:07,80,0,0,,,1712241,1.0,381651,0.9303,70122,0.8076,45039,0.7756,41938,0.7704,89990,0.8257,94032,0.8289,335835,0.921
2026-05-17T16:12:09,80,0,0,,,563318,0.9585,698238,0.974,256804,0.9016,164572,0.8694,44369,0.7745,159897,0.8673,101382,0.8343,286679,0.9096
2026-05-17T16:12:11,80,0,0,,,136972,0.8561,175901,0.8742,17712,0.708,22159,0.7243,51943,0.7859,29165,0.7441,21885,0.7234,110825,0.8408
2026-05-17T16:12:13,80,0,0,,,637960,0.9675,402221,0.9341,134580,0.8548,81894,0.8189,170598,0.872,142313,0.8589,85542,0.822,414542,0.9363
2026-05-17T16:12:14,80,0,0,,,1937784,1.0,506899,0.9508,268780,0.9049,10975,0.6734,67883,0.8053,124053,0.8489,120732,0.847,100171,0.8335
2026-05-17T16:12:16,80,0,0,,,1440759,1.0,385826,0.9311,178781,0.8754,528938,0.9539,65405,0.8026,113126,0.8423,51978,0.786,316048,0.9166
2026-05-17T16:12:18,80,0,0,,,1028906,1.0,536267,0.9549,49417,0.7823,487486,0.948,114188,0.8429,103609,0.8359,60181,0.7966,121830,0.8476
2026-05-17T16:12:27,80,0,0,,,906442,0.9929,192311,0.8807,160313,0.8675,52962,0.7873,85165,0.8217,169734,0.8716,122684,0.8481,312560,0.9158
2026-05-17T16:12:32,51,0,0,,,916431,0.9937,636588,0.9673,609052,0.9641,88934,0.8248,205858,0.8856,307197,0.9146,150216,0.8628,310638,0.9154
2026-05-17T16:12:34,80,0,0,,,1270335,1.0,548370,0.9565,406079,0.9348,37806,0.7629,111425,0.8412,157481,0.8662,72396,0.81,366684,0.9274
2026-05-17T16:12:36,80,0,0,,,1508985,1.0,489873,0.9483,309773,0.9152,37433,0.7622,56005,0.7914,49070,0.7818,85069,0.8216,156951,0.866
2026-05-17T16:12:40,80,0,0,,,237599,0.896,322184,0.918,89417,0.8252,295467,0.9118,234937,0.8952,275111,0.9066,93773,0.8287,359059,0.9259
2026-05-17T16:12:43,80,0,0,,,285088,0.9092,131493,0.8532,4263,0.605,92151,0.8274,20357,0.7181,18661,0.7118,31145,0.7489,45211,0.7759
2026-05-17T16:12:46,80,0,0,,,318880,0.9173,633363,0.9669,153780,0.8645,309461,0.9151,288104,0.9099,292849,0.9111,72854,0.8104,528677,0.9539
2026-05-17T16:12:47,80,0,0,,,253826,0.9008,37109,0.7616,88865,0.8248,20654,0.7192,23723,0.7292,25036,0.7331,20271,0.7178,88428,0.8244
2026-05-17T16:12:49,80,0,0,,,299593,0.9128,961046,0.9971,138037,0.8567,190415,0.88,63246,0.8002,204746,0.8852,62197,0.799,453481,0.9428
2026-05-17T16:12:50,80,0,0,,,432140,0.9393,117654,0.8451,172348,0.8727,61418,0.7981,45212,0.7759,173396,0.8732,103315,0.8357,238312,0.8962
2026-05-17T16:12:51,80,0,0,,,500942,0.95,541110,0.9555,120201,0.8467,297486,0.9122,55211,0.7903,140132,0.8578,69804,0.8073,369521,0.9279
2026-05-17T16:12:51,80,0,0,,,145295,0.8604,93864,0.8288,2778,0.574,65405,0.8026,55206,0.7903,90921,0.8264,23687,0.7291,60597,0.7971
2026-05-17T16:12:52,80,0,0,,,1244204,1.0,335329,0.9209,103350,0.8357,214581,0.8886,66819,0.8042,139718,0.8575,115237,0.8436,257766,0.9019
2026-05-17T16:12:53,80,0,0,,,863934,0.9894,415813,0.9365,230157,0.8937,255291,0.9012,187557,0.8789,243178,0.8977,64958,0.8021,325380,0.9187
2026-05-17T16:12:54,51,0,0,,,542486,0.9557,144145,0.8598,73707,0.8113,257833,0.9019,132769,0.8538,185806,0.8782,85513,0.822,209047,0.8867
2026-05-17T16:12:56,80,0,0,,,250586,0.8998,230249,0.8937,9727,0.6647,67366,0.8047,51140,0.7848,66003,0.8033,37831,0.763,59991,0.7963
2026-05-17T16:12:58,80,0,0,,,1107358,1.0,1012509,1.0,328372,0.9194,86541,0.8229,160040,0.8674,73115,0.8107,105237,0.837,311477,0.9156
2026-05-17T16:12:59,80,0,0,,,420977,0.9374,251628,0.9001,68187,0.8056,134042,0.8545,142785,0.8591,182073,0.8767,110958,0.8409,349996,0.924
2026-05-17T16:13:00,80,0,0,,,1215451,1.0,622307,0.9657,44611,0.7749,72066,0.8096,83855,0.8206,332900,0.9204,99380,0.8329,263447,0.9034
2026-05-17T16:13:02,80,0,0,,,26366,0.7368,17649,0.7078,13795,0.69,56559,0.7921,73907,0.8114,54373,0.7892,11502,0.6768,79918,0.8171
2026-05-17T16:13:04,80,0,0,,,710894,0.9753,269823,0.9052,71371,0.8089,410652,0.9356,197710,0.8827,103953,0.8361,156658,0.8658,158194,0.8665
2026-05-17T16:13:04,80,0,0,,,1081522,1.0,145757,0.8606,295103,0.9117,185140,0.8779,233933,0.8948,169650,0.8716,114048,0.8428,265587,0.904
2026-05-17T16:13:05,80,0,0,,,237477,0.8959,49448,0.7824,158100,0.8665,15341,0.6976,28934,0.7436,51903,0.7859,28975,0.7437,50039,0.7832
2026-05-17T16:13:05,80,0,0,,,807184,0.9845,333255,0.9205,326554,0.919,76231,0.8137,58273,0.7942,155563,0.8653,85669,0.8221,426023,0.9382
2026-05-17T16:13:05,80,0,0,,,347357,0.9235,636899,0.9673,286088,0.9094,200763,0.8838,102076,0.8348,201054,0.8839,114507,0.8431,255185,0.9011
2026-05-17T16:13:06,80,0,0,,,732014,0.9774,772573,0.9813,97020,0.8311,50369,0.7837,110243,0.8404,123327,0.8485,150553,0.8629,247451,0.8989
2026-05-17T16:13:06,80,0,0,,,930412,0.9948,256123,0.9014,121195,0.8472,138294,0.8568,93089,0.8282,99620,0.8331,137701,0.8565,449121,0.9421
2026-05-17T16:13:07,80,0,0,,,956391,0.9968,388212,0.9315,172046,0.8726,160191,0.8674,84817,0.8214,181169,0.8763,59514,0.7958,260793,0.9027
2026-05-17T16:13:08,80,0,0,,,105393,0.8371,392590,0.9323,108645,0.8393,82714,0.8196,161549,0.8681,202403,0.8844,166121,0.8701,262764,0.9033
2026-05-17T16:13:09,80,0,0,,,1337456,1.0,526405,0.9536,53882,0.7886,191809,0.8805,187225,0.8787,62903,0.7998,84018,0.8207,261659,0.903
2026-05-17T16:13:10,80,0,0,,,524638,0.9533,440304,0.9406,45739,0.7767,603660,0.9635,48785,0.7814,138178,0.8567,69564,0.8071,403562,0.9343
2026-05-17T16:13:11,80,0,0,,,136633,0.8559,115383,0.8437,70701,0.8082,29940,0.746,69707,0.8072,59544,0.7958,23912,0.7298,56634,0.7922
2026-05-17T16:13:12,80,0,0,,,286091,0.9094,235122,0.8952,43544,0.7732,96010,0.8304,80016,0.8172,144578,0.86,141028,0.8582,306123,0.9143
2026-05-17T16:13:13,80,0,0,,,831530,0.9866,476395,0.9463,279410,0.9077,46913,0.7786,115774,0.8439,144051,0.8598,82603,0.8195,136675,0.8559
2026-05-17T16:13:14,51,0,0,,,261072,0.9028,164581,0.8694,70131,0.8077,57841,0.7937,34713,0.7568,37040,0.7614,40226,0.7674,53412,0.7879
2026-05-17T16:13:15,80,0,0,,,119418,0.8462,150980,0.8632,42331,0.7711,26870,0.7382,80166,0.8173,32774,0.7526,19252,0.7141,64733,0.8019
2026-05-17T16:13:16,80,0,0,,,146143,0.8608,127852,0.8511,31126,0.7489,10360,0.6692,9014,0.6592,46753,0.7783,37853,0.763,82288,0.8192
2026-05-17T16:13:17,80,0,0,,,178664,0.8753,631127,0.9667,733968,0.9776,292153,0.9109,46158,0.7774,173543,0.8732,156387,0.8657,202849,0.8845
2026-05-17T16:13:18,80,0,0,,,1243666,1.0,300252,0.9129,125536,0.8498,48647,0.7812,37488,0.7623,104268,0.8364,108032,0.8389,348928,0.9238
2026-05-17T16:13:19,80,0,0,,,45384,0.7762,145103,0.8603,87875,0.824,52387,0.7865,28784,0.7432,20365,0.7182,22475,0.7253,102423,0.8351
2026-05-17T16:13:20,80,0,0,,,2619223,1.0,1915488,1.0,1633198,1.0,618739,0.9653,371877,0.9284,472200,0.9457,263567,0.9035,916108,0.9937
2026-05-17T16:13:21,80,0,0,,,977291,0.9983,170441,0.8719,119892,0.8465,206997,0.886,158276,0.8666,160510,0.8676,174148,0.8735,294515,0.9115
2026-05-17T16:13:22,80,0,0,,,99816,0.8332,191605,0.8804,24930,0.7328,25526,0.7345,45870,0.7769,31239,0.7491,27039,0.7387,66811,0.8041
2026-05-17T16:13:23,80,0,0,,,647948,0.9686,527397,0.9537,90682,0.8263,150383,0.8629,143158,0.8593,122735,0.8482,100366,0.8336,478886,0.9467
2026-05-17T16:13:24,80,0,0,,,2008064,1.0,405486,0.9347,99738,0.8331,33865,0.755,223851,0.8917,221499,0.8909,69387,0.8069,259657,0.9024
2026-05-17T16:13:25,80,0,0,,,1676095,1.0,407601,0.935,63104,0.8,90907,0.8264,130086,0.8524,142362,0.8589,79777,0.817,637086,0.9674
2026-05-17T16:13:26,80,0,0,,,199581,0.8834,279613,0.9078,29839,0.7458,37818,0.763,24642,0.7319,38534,0.7643,21649,0.7226,51195,0.7849
2026-05-17T16:13:27,80,0,0,,,181302,0.8764,17465,0.707,18962,0.713,40061,0.7671,32972,0.753,63360,0.8003,31786,0.7504,38431,0.7641
2026-05-17T16:13:28,80,0,0,,,1063573,1.0,574778,0.9599,388189,0.9315,181259,0.8764,314873,0.9164,228460,0.8931,216055,0.8891,181849,0.8766
2026-05-17T16:13:29,80,0,0,,,102000,0.8348,129829,0.8522,92099,0.8274,15628,0.699,19755,0.7159,13023,0.6858,14706,0.6946,62623,0.7995
2026-05-17T16:13:30,80,0,0,,,463616,0.9444,231552,0.8941,82642,0.8195,79172,0.8164,77616,0.815,144495,0.86,92451,0.8277,618782,0.9653
2026-05-17T16:13:31,80,0,0,,,720714,0.9763,358463,0.9257,100296,0.8335,138988,0.8572,198416,0.8829,109470,0.8399,171926,0.8726,213609,0.8883
2026-05-17T16:13:32,51,0,0,,,1150777,1.0,451267,0.9424,255904,0.9013,251069,0.9,60556,0.797,105083,0.8369,122375,0.8479,356678,0.9254
2026-05-17T16:13:33,80,0,0,,,789580,0.9829,242219,0.8974,215657,0.889,267029,0.9044,111935,0.8415,218366,0.8899,71283,0.8088,148826,0.8621
2026-05-17T16:13:34,80,0,0,,,74794,0.8123,97169,0.8313,9539,0.6633,24782,0.7324,44826,0.7753,36606,0.7606,40096,0.7672,34510,0.7563
2026-05-17T16:13:35,80,0,0,,,110305,0.8404,49853,0.783,56397,0.7919,15137,0.6967,39069,0.7653,37915,0.7631,8826,0.6576,49251,0.7821
2026-05-17T16:13:36,80,0,0,,,1366759,1.0,442585,0.941,205634,0.8855,87067,0.8233,154846,0.865,210021,0.887,110194,0.8404,209867,0.887
2026-05-17T16:13:37,80,0,0,,,230917,0.8939,56322,0.7918,75260,0.8128,42557,0.7715,24442,0.7314,48977,0.7817,15204,0.697,33377,0.7539
2026-05-17T16:13:38,80,0,0,,,1737922,1.0,1036396,1.0,513544,0.9518,290070,0.9104,324984,0.9186,213195,0.8881,111429,0.8412,816310,0.9853
2026-05-17T16:13:39,80,0,0,,,549081,0.9566,874736,0.9903,255327,0.9012,135815,0.8555,287337,0.9097,61462,0.7981,130248,0.8525,363526,0.9268
2026-05-17T16:13:40,80,0,0,,,1798957,1.0,402446,0.9341,458707,0.9436,70157,0.8077,120468,0.8468,180040,0.8759,62742,0.7996,232189,0.8943
2026-05-17T16:13:41,80,0,0,,,59062,0.7952,57996,0.7939,136343,0.8558,17942,0.709,35422,0.7582,26305,0.7367,31600,0.75,73912,0.8115
2026-05-17T16:13:42,80,0,0,,,1100485,1.0,606281,0.9638,771339,0.9812,147410,0.8614,164412,0.8693,335393,0.9209,140827,0.8581,285012,0.9091
2026-05-17T16:13:43,80,0,0,,,113738,0.8427,79556,0.8168,57928,0.7938,72711,0.8103,29032,0.7438,34866,0.7571,14232,0.6922,25964,0.7357
2026-05-17T16:13:44,80,0,0,,,183665,0.8773,37554,0.7624,23777,0.7294,23605,0.7288,20668,0.7192,40569,0.768,10046,0.667,32808,0.7527
2026-05-17T16:13:45,80,0,0,,,1083784,1.0,92959,0.828,217106,0.8894,176883,0.8746,191312,0.8803,82906,0.8198,114017,0.8428,110039,0.8403
2026-05-17T16:13:46,80,0,0,,,1133293,1.0,116575,0.8444,490649,0.9485,95763,0.8302,292500,0.911,65334,0.8025,164037,0.8692,299091,0.9126
2026-05-17T16:13:47,80,0,0,,,1790566,1.0,425269,0.9381,254648,0.901,268282,0.9048,152542,0.8639,193876,0.8813,27865,0.7408,559144,0.9579
2026-05-17T16:13:48,80,0,0,,,70239,0.8078,49774,0.7828,108059,0.8389,54537,0.7894,46159,0.7774,75448,0.8129,37980,0.7633,87503,0.8237
2026-05-17T16:13:49,80,0,0,,,1365636,1.0,446335,0.9416,121178,0.8472,196099,0.8821,89441,0.8253,132514,0.8537,70102,0.8076,435896,0.9399
2026-05-17T16:13:50,80,0,0,,,212094,0.8878,135082,0.8551,58490,0.7945,37529,0.7624,33937,0.7551,40897,0.7686,15145,0.6967,38265,0.7638
2026-05-17T16:13:51,80,0,0,,,64568,0.8017,115236,0.8436,50021,0.7832,16482,0.7028,12806,0.6846,33067,0.7532,14511,0.6936,34637,0.7566
2026-05-17T16:13:52,80,0,0,,,653047,0.9692,551941,0.957,65870,0.8031,343917,0.9227,118106,0.8454,221405,0.8909,48057,0.7803,167326,0.8706
2026-05-17T16:13:53,80,0,0,,,632147,0.9668,490790,0.9485,473837,0.9459,257247,0.9017,507457,0.9509,119332,0.8461,388471,0.9316,134811,0.855
2026-05-17T16:13:54,80,0,0,,,536428,0.9549,185221,0.8779,61459,0.7981,41812,0.7702,44680,0.775,27073,0.7388,20867,0.7199,63927,0.8009
2026-05-17T16:13:55,80,0,0,,,104811,0.8367,122750,0.8482,73210,0.8108,51186,0.7849,28364,0.7421,38949,0.7651,22745,0.7262,100648,0.8338
2026-05-17T16:13:56,80,0,0,,,635329,0.9672,176431,0.8744,310521,0.9153,208232,0.8864,110496,0.8406,94971,0.8296,114354,0.843,401436,0.9339
2026-05-17T16:13:57,51,0,0,,,860291,0.9891,435064,0.9398,178459,0.8753,100863,0.834,99637,0.8331,64863,0.802,135865,0.8555,143662,0.8596
2026-05-17T16:13:58,80,0,0,,,176950,0.8746,415097,0.9364,63712,0.8007,462470,0.9442,67970,0.8054,224145,0.8918,106995,0.8382,485465,0.9477
2026-05-17T16:13:59,80,0,0,,,1591798,1.0,569676,0.9593,305037,0.9141,277635,0.9072,365514,0.9272,109972,0.8402,111327,0.8411,165158,0.8697
2026-05-17T16:14:00,80,0,0,,,704843,0.9747,308525,0.9149,367764,0.9276,544833,0.956,143055,0.8593,133449,0.8542,98098,0.8319,159349,0.8671
2026-05-17T16:14:01,80,0,0,,,598088,0.9628,213330,0.8882,40292,0.7675,101332,0.8343,108178,0.839,136803,0.856,209857,0.887,196220,0.8821
2026-05-17T16:14:02,80,0,0,,,101342,0.8343,183810,0.8774,19024,0.7132,83961,0.8207,29345,0.7446,18370,0.7107,29762,0.7456,58841,0.7949
2026-05-17T16:14:03,80,0,0,,,112637,0.8419,151049,0.8632,35684,0.7587,28030,0.7413,36220,0.7598,24897,0.7327,51171,0.7848,67485,0.8049
2026-05-17T16:14:04,80,0,0,,,112872,0.8421,113796,0.8427,21264,0.7213,40034,0.7671,36053,0.7595,36058,0.7595,26424,0.737,49036,0.7818
2026-05-17T16:14:05,80,0,0,,,182248,0.8768,117278,0.8449,61349,0.798,38234,0.7637,14107,0.6916,67880,0.8053,44481,0.7747,83991,0.8207
2026-05-17T16:14:06,80,0,0,,,285517,0.9093,204628,0.8852,80051,0.8172,274732,0.9065,210551,0.8872,150576,0.863,247029,0.8988,48277,0.7806
2026-05-17T16:14:07,80,0,0,,,1282637,1.0,589206,0.9617,177351,0.8748,444175,0.9413,97399,0.8314,102241,0.8349,108507,0.8392,390766,0.932
2026-05-17T16:14:08,80,0,0,,,720262,0.9762,903887,0.9927,275499,0.9067,291082,0.9107,160708,0.8677,94332,0.8291,95685,0.8301,319175,0.9173
2026-05-17T16:14:09,80,0,0,,,400209,0.9337,947610,0.9961,148030,0.8617,313698,0.9161,144855,0.8602,248016,0.8991,57183,0.7929,282190,0.9084
2026-05-17T16:14:10,80,0,0,,,241124,0.897,1154480,1.0,139389,0.8574,140667,0.858,62469,0.7993,101625,0.8345,63978,0.801,338014,0.9215
2026-05-17T16:14:11,80,0,0,,,525497,0.9534,930509,0.9948,26287,0.7366,473688,0.9459,221991,0.8911,131929,0.8534,89884,0.8256,258002,0.9019
2026-05-17T16:14:12,80,0,0,,,689080,0.973,389906,0.9318,326617,0.919,156135,0.8656,49197,0.782,177358,0.8748,122238,0.8479,218430,0.8899
2026-05-17T16:14:13,80,0,0,,,595957,0.9625,134330,0.8547,432094,0.9393,354187,0.9249,171573,0.8724,233651,0.8948,265355,0.904,240868,0.897
2026-05-17T16:14:14,80,0,0,,,744092,0.9786,720990,0.9763,499917,0.9498,109449,0.8399,64186,0.8012,396921,0.9331,119077,0.846,631742,0.9668
2026-05-17T16:14:15,80,0,0,,,73692,0.8112,87620,0.8238,97422,0.8314,28831,0.7433,112959,0.8422,38963,0.7651,17695,0.708,32944,0.753
2026-05-17T16:14:16,80,0,0,,,195499,0.8819,154245,0.8647,31637,0.75,54064,0.7888,32099,0.7511,39597,0.7663,14767,0.6949,31534,0.7498
2026-05-17T16:14:17,80,0,0,,,476965,0.9464,712760,0.9755,1000963,1.0,60891,0.7974,153945,0.8646,294748,0.9116,52629,0.7869,111843,0.8414
2026-05-17T16:14:18,80,0,0,,,1478592,1.0,658235,0.9697,191246,0.8803,469853,0.9453,347304,0.9235,90724,0.8263,226929,0.8926,212471,0.8879
2026-05-17T16:14:19,80,0,0,,,978886,0.9985,745117,0.9787,336510,0.9212,441627,0.9408,296963,0.9121,234351,0.895,148113,0.8618,268902,0.9049
2026-05-17T16:14:20,80,0,0,,,65849,0.8031,45177,0.7758,90922,0.8264,35443,0.7583,39095,0.7654,31922,0.7507,30929,0.7484,30961,0.7485
2026-05-17T16:14:21,80,0,0,,,346430,0.9233,87301,0.8235,104298,0.8364,39952,0.7669,32739,0.7525,97859,0.8318,20769,0.7196,24595,0.7318
2026-05-17T16:14:22,80,0,0,,,805649,0.9844,240488,0.8968,135312,0.8552,115112,0.8435,95699,0.8302,130338,0.8525,108174,0.839,145179,0.8603
2026-05-17T16:14:23,80,0,0,,,944961,0.9959,514995,0.952,127154,0.8507,72885,0.8104,98034,0.8319,139682,0.8575,169361,0.8715,142273,0.8589
2026-05-17T16:14:24,80,0,0,,,1002507,1.0,168867,0.8713,32086,0.7511,618787,0.9653,49488,0.7824,91790,0.8271,143582,0.8595,141702,0.8586
2026-05-17T16:14:25,80,0,0,,,114061,0.8429,47739,0.7798,43956,0.7738,46589,0.778,46872,0.7785,45320,0.776,29968,0.7461,26893,0.7383
2026-05-17T16:14:26,80,0,0,,,1008354,1.0,339824,0.9219,136890,0.8561,66670,0.804,97765,0.8317,69891,0.8074,135408,0.8553,182230,0.8768
2026-05-17T16:14:27,80,0,0,,,634661,0.9671,528498,0.9538,142442,0.8589,141263,0.8583,36427,0.7602,169204,0.8714,172191,0.8727,284537,0.909
2026-05-17T16:14:28,80,0,0,,,46981,0.7787,501961,0.9501,833971,0.9869,104654,0.8366,182770,0.877,144796,0.8601,136448,0.8558,331574,0.9201
2026-05-17T16:14:29,80,0,0,,,435332,0.9398,598839,0.9629,463633,0.9444,163947,0.8691,250247,0.8997,67731,0.8051,69785,0.8073,81777,0.8188
2026-05-17T16:14:30,80,0,0,,,589283,0.9617,214938,0.8887,193073,0.881,80588,0.8177,127418,0.8509,360214,0.9261,129034,0.8518,156947,0.866
2026-05-17T16:14:31,80,0,0,,,553653,0.9572,121890,0.8477,120394,0.8468,165699,0.8699,45436,0.7762,54934,0.79,16660,0.7036,25538,0.7345
2026-05-17T16:14:32,80,0,0,,,1136761,1.0,454247,0.9429,59339,0.7956,479745,0.9468,105089,0.8369,226472,0.8925,30774,0.748,292857,0.9111
2026-05-17T16:14:33,80,0,0,,,1187606,1.0,905013,0.9928,83655,0.8204,202127,0.8843,67205,0.8046,110124,0.8403,69597,0.8071,99130,0.8327
2026-05-17T16:14:34,80,0,0,,,1095108,1.0,198170,0.8828,32014,0.7509,360000,0.9261,168547,0.8711,234582,0.895,108519,0.8393,94758,0.8294
2026-05-17T16:14:35,80,0,0,,,1589132,1.0,316805,0.9168,121066,0.8472,171099,0.8722,97737,0.8317,214083,0.8884,119291,0.8461,248056,0.8991
2026-05-17T16:14:36,80,0,0,,,450219,0.9422,402639,0.9342,394918,0.9328,167890,0.8708,142684,0.8591,98785,0.8324,57583,0.7934,123536,0.8486
2026-05-17T16:14:37,80,0,0,,,117028,0.8447,118884,0.8459,60571,0.797,44572,0.7748,27840,0.7408,46123,0.7773,21230,0.7212,73837,0.8114
2026-05-17T16:14:38,80,0,0,,,209755,0.887,727335,0.977,710950,0.9753,327610,0.9192,149474,0.8624,159513,0.8671,75962,0.8134,75920,0.8134
2026-05-17T16:14:39,80,0,0,,,1997201,1.0,406431,0.9348,109212,0.8397,16380,0.7024,154192,0.8647,133719,0.8544,103931,0.8361,86838,0.8231
2026-05-17T16:14:40,80,0,0,,,950218,0.9963,1144441,1.0,241625,0.8972,231559,0.8941,282572,0.9085,259455,0.9023,35755,0.7589,228562,0.8932
2026-05-17T16:14:41,80,0,0,,,764297,0.9805,482333,0.9472,476553,0.9464,426770,0.9384,170147,0.8718,226111,0.8924,86948,0.8232,261984,0.903
2026-05-17T16:14:42,80,0,0,,,367613,0.9276,298919,0.9126,247520,0.8989,124820,0.8494,120632,0.8469,76570,0.814,61223,0.7978,175822,0.8742
2026-05-17T16:14:43,80,0,0,,,515280,0.952,430926,0.9391,313033,0.9159,151928,0.8636,224025,0.8917,170224,0.8718,97291,0.8313,181768,0.8766
2026-05-17T16:14:44,80,0,0,,,1649180,1.0,334334,0.9207,187203,0.8787,57180,0.7929,217734,0.8897,122244,0.8479,147200,0.8613,359159,0.9259
2026-05-17T16:14:45,80,0,0,,,937194,0.9953,906421,0.9929,170949,0.8721,257598,0.9018,112987,0.8422,152503,0.8639,71563,0.8091,123029,0.8483
2026-05-17T16:14:46,80,0,0,,,131996,0.8534,55697,0.791,145096,0.8603,62298,0.7991,40558,0.768,27834,0.7408,26660,0.7376,45495,0.7763
2026-05-17T16:14:47,80,0,0,,,124523,0.8492,70924,0.8085,34476,0.7563,40965,0.7687,91218,0.8267,23587,0.7288,18265,0.7103,78428,0.8157
2026-05-17T16:14:48,80,0,0,,,1055378,1.0,103283,0.8357,175614,0.8741,46561,0.778,106505,0.8379,201144,0.8839,110914,0.8408,311352,0.9155
2026-05-17T16:14:49,80,0,0,,,557299,0.9577,35219,0.7578,42559,0.7715,74807,0.8123,23853,0.7296,22479,0.7253,27975,0.7411,20263,0.7178
2026-05-17T16:14:50,55,0,0,,,284224,0.9089,264781,0.9038,282334,0.9085,169773,0.8716,136756,0.856,78013,0.8154,66982,0.8043,74963,0.8125
2026-05-17T16:14:51,55,0,0,,,1459042,1.0,910422,0.9932,110996,0.8409,348652,0.9237,86944,0.8232,153876,0.8645,76532,0.814,81952,0.8189
2026-05-17T16:14:52,55,0,0,,,1122664,1.0,331612,0.9201,64707,0.8018,110954,0.8409,130324,0.8525,146157,0.8608,91248,0.8267,42513,0.7714
2026-05-17T16:14:53,55,0,0,,,1260364,1.0,486235,0.9478,50204,0.7835,154980,0.865,259598,0.9024,137178,0.8562,59681,0.796,88489,0.8245
2026-05-17T16:14:54,55,0,0,,,435370,0.9398,522849,0.9531,11406,0.6762,111665,0.8413,93266,0.8283,100292,0.8335,197468,0.8826,92453,0.8277
2026-05-17T16:14:55,55,0,0,,,219119,0.8901,495763,0.9492,195595,0.8819,420500,0.9373,178278,0.8752,114861,0.8434,158760,0.8668,71886,0.8094
2026-05-17T16:14:56,55,0,0,,,1113330,1.0,100475,0.8337,151119,0.8632,152220,0.8637,134056,0.8545,107527,0.8386,74221,0.8118,218731,0.89
2026-05-17T16:14:57,26,0,0,,,758282,0.98,182908,0.877,153452,0.8643,100172,0.8335,95872,0.8303,167556,0.8707,58925,0.7951,136688,0.856
2026-05-17T16:14:58,55,0,0,,,609070,0.9641,258780,0.9022,100616,0.8338,123701,0.8487,194213,0.8814,115152,0.8435,107417,0.8385,74868,0.8124
2026-05-17T16:14:59,55,0,0,,,337582,0.9214,209616,0.8869,94214,0.829,84436,0.8211,124221,0.849,168398,0.8711,124371,0.8491,30793,0.7481
2026-05-17T16:15:00,55,0,0,,,1151906,1.0,674815,0.9715,195245,0.8818,135855,0.8555,68639,0.8061,201656,0.8841,117523,0.845,63353,0.8003
2026-05-17T16:15:01,55,0,0,,,584567,0.9611,1469740,1.0,589474,0.9617,623239,0.9658,829679,0.9865,441734,0.9409,341770,0.9223,263913,0.9036
2026-05-17T16:15:02,55,0,0,,,261460,0.9029,298313,0.9124,132106,0.8535,203731,0.8848,137163,0.8562,148616,0.862,193515,0.8811,55736,0.791
2026-05-17T16:15:03,55,0,0,,,673973,0.9714,125461,0.8498,38177,0.7636,310066,0.9152,211260,0.8875,116363,0.8443,91107,0.8266,89956,0.8257
2026-05-17T16:15:04,55,0,0,,,909274,0.9931,920912,0.994,190255,0.8799,80646,0.8178,252944,0.9005,109168,0.8397,66758,0.8041,67271,0.8046
2026-05-17T16:15:05,55,0,0,,,1502047,1.0,1410910,1.0,1197547,1.0,424360,0.938,158451,0.8666,700949,0.9743,277319,0.9072,397465,0.9332
2026-05-17T16:15:06,55,0,0,,,662386,0.9702,127533,0.8509,127553,0.8509,111574,0.8413,118078,0.8454,134568,0.8548,180509,0.8761,93755,0.8287
2026-05-17T16:15:07,55,0,0,,,438970,0.9404,380671,0.9301,169459,0.8715,156325,0.8657,96373,0.8307,90933,0.8265,67238,0.8046,107441,0.8385
2026-05-17T16:15:07,55,0,0,,,3002773,1.0,1074806,1.0,2167077,1.0,576933,0.9602,601417,0.9632,633897,0.967,895581,0.992,401314,0.9339
2026-05-17T16:15:09,55,0,0,,,110130,0.8403,60459,0.7969,18262,0.7103,12026,0.68,43335,0.7728,45429,0.7762,22072,0.724,31192,0.749
2026-05-17T16:15:10,55,0,0,,,775586,0.9816,358740,0.9258,55062,0.7901,75123,0.8126,105449,0.8372,105298,0.8371,183852,0.8774,74142,0.8117
2026-05-17T16:15:10,55,0,0,,,263360,0.9034,592889,0.9622,173258,0.8731,135842,0.8555,100316,0.8336,103297,0.8357,130850,0.8528,64194,0.8013
2026-05-17T16:15:11,55,0,0,,,901010,0.9925,449549,0.9421,244390,0.898,130066,0.8524,37004,0.7614,239727,0.8966,103166,0.8356,80166,0.8173
2026-05-17T16:15:12,55,0,0,,,1604181,1.0,2058294,1.0,595624,0.9625,664966,0.9705,1572034,1.0,389891,0.9318,182707,0.877,301190,0.9131
2026-05-17T16:15:13,55,0,0,,,395820,0.9329,451210,0.9424,153822,0.8645,302027,0.9133,120487,0.8468,169539,0.8715,102845,0.8354,122853,0.8482
